frame,ball_id,vx,vy,speed
27,6,0.0,0.0,0.0
28,0,0.0,0.0,0.0
28,1,0.0,0.0,0.0
28,2,0.0,0.0,0.0
28,3,0.0,0.0,0.0
28,4,0.0,0.0,0.0
28,5,0.0,0.0,0.0
28,6,0.0,0.0,0.0
29,0,0.0,0.0,0.0
29,1,0.0,0.0,0.0
29,2,0.0,0.0,0.0
29,3,0.0,0.0,0.0
29,4,0.0,0.0,0.0
29,5,0.0,0.0,0.0
29,6,0.0,0.0,0.0
30,0,0.0,0.0,0.0
30,1,0.0,0.0,0.0
30,2,0.0,0.0,0.0
30,3,0.0,0.0,0.0
30,4,0.0,0.0,0.0
30,5,0.0,0.0,0.0
30,6,0.0,0.0,0.0
31,0,0.0,0.0,0.0
31,1,0.0,0.0,0.0
31,2,0.0,0.0,0.0
31,3,0.0,0.0,0.0
31,4,0.0,0.0,0.0
31,5,0.0,0.0,0.0
31,6,0.0,0.0,0.0
32,0,0.0,0.0,0.0
32,1,0.0,0.0,0.0
32,2,0.0,0.0,0.0
32,3,0.0,0.0,0.0
32,4,0.0,0.0,0.0
32,5,0.0,0.0,0.0
32,6,0.0,0.0,0.0
33,0,0.0,0.0,0.0
33,1,0.0,0.0,0.0
33,2,0.0,0.0,0.0
33,3,0.0,0.0,0.0
33,4,0.0,0.0,0.0
33,5,0.0,0.0,0.0
33,6,0.0,0.0,0.0
34,0,0.0,0.0,0.0
34,1,0.0,0.0,0.0
34,2,0.0,0.0,0.0
34,3,0.0,0.0,0.0
34,4,0.0,0.0,0.0
34,5,0.0,0.0,0.0
34,6,0.0,0.0,0.0
35,0,0.0,0.0,0.0
35,1,0.0,0.0,0.0
35,2,0.0,0.0,0.0
35,3,0.0,0.0,0.0
35,4,0.0,0.0,0.0
35,5,0.0,0.0,0.0
35,6,0.0,0.0,0.0
36,0,0.0,0.0,0.0
36,1,0.0,0.0,0.0
36,2,0.0,0.0,0.0
36,3,0.0,0.0,0.0
36,4,0.0,0.0,0.0
36,5,0.0,0.0,0.0
36,6,0.0,0.0,0.0
37,0,0.0,0.0,0.0
37,1,0.0,0.0,0.0
37,2,0.0,0.0,0.0
37,3,0.0,0.0,0.0
37,4,0.0,0.0,0.0
37,5,0.0,0.0,0.0
37,6,0.0,0.0,0.0
38,0,0.0,-0.48,0.48
38,1,0.0,0.0,0.0
38,2,0.0,0.0,0.0
38,3,0.0,0.0,0.0
38,4,0.0,0.0,0.0
38,5,0.0,0.0,0.0
38,6,0.0,0.0,0.0
39,0,0.0,-0.24,0.24
39,1,0.0,0.0,0.0
39,2,0.0,0.0,0.0
39,3,0.0,0.0,0.0
39,4,0.0,0.0,0.0
39,5,0.0,0.0,0.0
39,6,0.0,0.0,0.0
40,0,0.0,-0.15999999999999998,0.15999999999999998
40,1,0.0,0.0,0.0
40,2,0.0,0.0,0.0
40,3,0.0,0.0,0.0
40,4,0.0,0.0,0.0
40,5,1.44,0.48,1.517893276880822
40,6,0.0,0.0,0.0
41,0,0.0,-0.12,0.12
41,1,0.0,0.0,0.0
41,2,0.0,0.0,0.0
41,3,0.48,0.0,0.48
41,4,0.0,0.0,0.0
41,5,0.72,0.24,0.758946638440411
41,6,0.0,0.0,0.0
42,0,0.0,0.0,0.0
42,1,0.0,0.0,0.0
42,2,0.0,0.0,0.0
42,3,-0.24,0.0,0.24
42,4,0.0,0.0,0.0
42,5,0.48,0.15999999999999998,0.5059644256269407
42,6,0.0,0.0,0.0
43,0,0.0,0.0,0.0
43,1,0.0,0.0,0.0
43,2,0.0,0.0,0.0
43,3,-0.08,0.0,0.08
43,4,0.0,0.0,0.0
43,5,0.36,0.12,0.3794733192202055
43,6,0.0,0.0,0.0
44,0,0.0,0.0,0.0
44,1,0.0,0.0,0.0
44,2,0.0,0.0,0.0
44,3,-0.03999999999999999,0.0,0.03999999999999999
44,4,0.48,0.0,0.48
44,5,0.0,0.0,0.0
44,6,0.0,0.0,0.0
44,7,0.0,0.0,0.0
45,0,0.0,0.0,0.0
45,1,0.0,0.0,0.0
45,2,0.0,0.0,0.0
45,3,-0.12,0.0,0.12
45,4,-0.24,0.0,0.24
45,5,0.0,0.0,0.0
45,6,0.0,0.0,0.0
45,7,0.0,0.0,0.0
45,8,0.0,0.0,0.0
46,0,0.0,0.0,0.0
46,1,0.0,0.0,0.0
46,2,0.0,0.0,0.0
46,3,0.0,0.0,0.0
46,4,-0.08,0.0,0.08
46,5,0.0,0.0,0.0
46,6,0.0,0.0,0.0
46,7,0.0,0.0,0.0
46,8,45.0,4.0,45.17742799230607
47,0,0.0,0.0,0.0
47,1,0.0,0.0,0.0
47,2,0.0,0.0,0.0
47,3,0.0,0.0,0.0
47,4,-0.03999999999999999,0.0,0.03999999999999999
47,5,0.0,0.0,0.0
47,6,0.0,0.0,0.0
47,7,0.0,0.0,0.0
47,8,67.0,9.333333333333334,67.64695936338241
48,0,0.0,0.0,0.0
48,1,0.0,0.0,0.0
48,2,0.0,0.0,0.0
48,3,0.0,0.0,0.0
48,4,-0.12,0.0,0.12
48,6,0.0,0.0,0.0
48,7,0.0,0.0,0.0
48,8,43.63636363636364,5.636363636363637,43.99887301336571
49,0,0.0,0.0,0.0
49,1,0.0,0.0,0.0
49,2,0.0,0.0,0.0
49,3,0.0,0.0,0.0
49,4,0.0,0.0,0.0
49,6,0.0,0.0,0.0
49,7,0.0,0.0,0.0
49,8,47.63999999999999,5.52,47.95873226014215
50,0,0.0,0.0,0.0
50,1,0.0,0.0,0.0
50,2,0.0,0.0,0.0
50,3,0.0,0.0,0.0
50,4,0.0,0.0,0.0
50,6,0.0,0.0,0.0
50,7,0.0,0.0,0.0
50,8,48.32,6.0,48.69109158768162
51,0,0.0,0.0,0.0
51,1,0.0,0.0,0.0
51,2,0.0,0.0,0.0
51,3,0.0,0.0,0.0
51,4,0.0,0.0,0.0
51,6,0.0,0.0,0.0
51,7,0.0,0.0,0.0
51,8,45.03999999999999,4.999999999999999,45.31668125536113
52,0,0.0,0.0,0.0
52,1,0.0,0.0,0.0
52,2,0.0,0.0,0.0
52,3,0.48,0.0,0.48
52,4,0.0,0.0,0.0
52,6,0.0,0.0,0.0
52,8,47.4,6.119999999999999,47.793455618944314
53,0,0.0,0.0,0.0
53,1,0.0,0.0,0.0
53,2,0.0,0.0,0.0
53,3,0.24,0.0,0.24
53,4,0.0,0.0,0.0
53,6,0.0,0.0,0.0
53,8,47.12,6.079999999999999,47.510638808586855
54,0,0.0,0.0,0.0
54,1,0.0,0.0,0.0
54,2,0.0,0.0,0.0
54,3,0.15999999999999998,0.0,0.15999999999999998
54,4,0.0,0.0,0.0
54,6,0.0,0.0,0.0
54,8,46.519999999999996,5.079999999999999,46.796546881153525
55,0,0.0,0.0,0.0
55,1,0.0,0.0,0.0
55,2,0.0,0.0,0.0
55,3,0.12,0.0,0.12
55,4,0.0,0.0,0.0
55,6,0.0,0.0,0.0
55,8,45.8,5.159999999999999,46.08975591169907
56,0,0.0,0.0,0.0
56,1,0.0,0.0,0.0
56,2,0.0,0.0,0.0
56,3,0.0,0.0,0.0
56,4,0.0,0.0,0.0
56,6,0.0,0.0,0.0
56,8,55.959999999999994,6.3999999999999995,56.32478672840226
57,0,0.0,0.0,0.0
57,1,0.0,0.0,0.0
57,2,0.0,0.0,0.0
57,3,0.0,0.0,0.0
57,4,0.0,0.0,0.0
57,6,0.0,0.0,0.0
57,8,39.36,4.159999999999999,39.57922687471295
58,0,0.0,0.0,0.0
58,1,0.0,0.0,0.0
58,2,0.0,0.0,0.0
58,3,-0.48,0.0,0.48
58,4,0.0,0.0,0.0
58,6,0.0,0.0,0.0
58,8,51.63999999999999,5.72,51.95582739212224
59,0,0.0,0.0,0.0
59,1,0.0,0.0,0.0
59,2,0.0,0.0,0.0
59,3,-0.24,0.0,0.24
59,4,0.0,0.0,0.0
59,6,0.0,0.0,0.0
59,8,46.839999999999996,5.359999999999999,47.14568060808964
60,0,0.0,0.0,0.0
60,1,0.0,0.0,0.0
60,2,0.0,0.0,0.0
60,3,-0.15999999999999998,0.0,0.15999999999999998
60,4,0.0,0.0,0.0
60,6,0.0,0.0,0.0
60,8,32.879999999999995,3.5199999999999996,33.067881698106994
61,0,0.0,0.0,0.0
61,1,0.0,0.0,0.0
61,2,0.0,0.0,0.0
61,3,-0.12,0.0,0.12
61,4,0.0,0.0,0.0
61,6,0.0,0.0,0.0
61,8,38.519999999999996,6.4399999999999995,39.05462840688668
62,0,0.0,0.0,0.0
62,1,0.0,0.0,0.0
62,2,0.0,0.0,0.0
62,3,0.0,0.0,0.0
62,4,0.0,0.0,0.0
62,6,0.0,0.0,0.0
62,8,18.0,3.08,18.26161000569227
63,0,0.0,0.0,0.0
63,1,0.0,0.0,0.0
63,2,3.84,10.08,10.786658426037231
63,3,0.0,0.0,0.0
63,4,0.0,0.0,0.0
63,6,0.0,0.0,0.0
63,8,8.919999999999998,1.68,9.076827639654725
63,9,0.0,0.0,0.0
64,0,0.0,0.0,0.0
64,1,0.0,0.0,0.0
64,2,7.199999999999999,11.76,13.789039125334295
64,3,0.0,0.0,0.0
64,4,0.0,0.0,0.0
64,6,0.0,0.0,0.0
64,8,4.8,1.0799999999999998,4.92
64,9,30.0,-11.0,31.953090617340916
65,0,0.0,0.0,0.0
65,1,0.0,0.0,0.0
65,2,6.319999999999999,13.919999999999998,15.287537407967312
65,3,0.0,0.0,0.0
65,4,0.0,0.0,0.0
65,6,0.0,0.0,0.0
65,8,0.0,0.0,0.0
65,9,17.333333333333332,-9.666666666666666,19.84663419547226
66,0,0.0,0.0,0.0
66,1,0.0,0.0,0.0
66,2,7.759999999999998,14.599999999999998,16.534134389196186
66,3,0.0,0.0,0.0
66,4,0.0,0.0,0.0
66,6,0.0,0.0,0.0
66,8,0.0,0.0,0.0
66,9,0.8181818181818182,-7.7272727272727275,7.770467507766583
67,0,0.0,0.0,0.0
67,1,0.0,0.0,0.0
67,2,7.3999999999999995,12.0,14.098226838861686
67,3,0.0,0.0,0.0
67,4,0.0,0.0,0.0
67,6,0.0,0.0,0.0
67,8,0.0,0.0,0.0
67,9,-8.079999999999998,-8.04,11.398596404821076
68,0,0.0,0.0,0.0
68,1,0.0,0.0,0.0
68,2,3.5599999999999996,6.279999999999999,7.21886417658623
68,3,0.0,0.0,0.0
68,4,0.0,0.0,0.0
68,6,0.0,0.0,0.0
68,8,0.0,0.0,0.0
68,9,-15.079999999999998,-6.359999999999999,16.366306852799745
69,0,0.0,0.0,0.0
69,1,0.0,0.0,0.0
69,2,6.879999999999999,15.159999999999998,16.648123017325407
69,3,0.48,0.0,0.48
69,4,0.0,0.0,0.0
69,6,0.0,0.0,0.0
69,9,-17.759999999999998,-6.079999999999999,18.77189388420891
70,0,0.0,0.0,0.0
70,1,0.0,0.0,0.0
70,2,6.6,12.479999999999999,14.117733529146948
70,3,0.24,0.0,0.24
70,4,0.0,0.0,0.0
70,6,0.48,2.88,2.919726014543145
70,9,-17.799999999999997,-5.6,18.66011789887727
71,0,0.0,0.0,0.0
71,1,0.0,0.0,0.0
71,2,4.719999999999999,9.04,10.198039027185569
71,3,0.15999999999999998,0.0,0.15999999999999998
71,4,0.0,0.0,0.0
71,6,0.24,1.44,1.4598630072715726
71,9,-13.399999999999999,-4.199999999999999,14.042791745233565
72,0,0.0,0.0,0.0
72,1,0.0,0.0,0.0
72,2,5.919999999999999,14.6,15.754567591654173
72,3,0.12,0.0,0.12
72,4,0.0,0.0,0.0
72,6,0.15999999999999998,0.96,0.9732420048477152
72,9,-17.959999999999997,-5.6,18.81280415036525
73,0,0.0,0.0,0.0
73,1,0.0,-0.48,0.48
73,3,0.0,0.0,0.0
73,4,0.0,0.0,0.0
73,6,2.52,-4.56,5.209990403062179
73,9,-16.68,-5.159999999999999,17.459896906912135
74,0,0.0,0.0,0.0
74,1,0.0,-0.24,0.24
74,3,0.0,0.0,0.0
74,4,0.0,0.0,0.0
74,6,1.2,-2.6399999999999997,2.8999310336626967
74,9,-16.279999999999998,-5.079999999999999,17.054172509975377
75,0,0.0,0.0,0.0
75,1,0.0,-0.15999999999999998,0.15999999999999998
75,3,0.0,0.0,0.0
75,4,0.0,0.0,0.0
75,6,-2.08,0.16000000000000006,2.086144769664848
75,9,-16.839999999999996,-5.239999999999999,17.636416869647867
76,0,0.0,0.0,0.0
76,1,0.0,-0.12,0.12
76,3,0.0,0.0,0.0
76,4,0.0,0.0,0.0
76,6,-0.84,-0.36,0.913892772703669
76,9,-11.679999999999998,-4.52,12.524088789209374
77,0,0.0,0.0,0.0
77,1,0.0,0.0,0.0
77,3,0.0,0.0,0.0
77,4,0.0,0.0,0.0
77,6,-0.96,0.6399999999999999,1.1537764081484765
77,9,-17.68,-5.72,18.582271120613864
78,0,0.0,0.0,0.0
78,1,0.0,0.0,0.0
78,3,0.0,0.0,0.0
78,4,0.0,0.0,0.0
78,6,-0.72,0.48,0.8653323061113574
78,9,-12.159999999999998,-4.359999999999999,12.91801842389149
79,0,0.0,0.0,0.0
79,1,0.0,0.0,0.0
79,3,0.0,0.0,0.0
79,4,0.0,0.0,0.0
79,6,0.0,0.0,0.0
79,9,-17.4,-6.159999999999999,18.45821226446375
80,0,0.0,0.0,0.0
80,1,0.0,0.0,0.0
80,3,0.0,0.0,0.0
80,4,0.0,0.0,0.0
80,6,0.0,0.0,0.0
80,9,-16.719999999999995,-5.159999999999999,17.498114184105663
81,0,0.0,0.0,0.0
81,1,0.0,0.0,0.0
81,3,0.0,0.0,0.0
81,4,0.0,0.0,0.0
81,6,0.0,0.0,0.0
81,9,-15.799999999999997,-4.52,16.433818789313698
82,0,0.0,0.0,0.0
82,1,0.0,0.0,0.0
82,3,0.0,0.0,0.0
82,4,0.0,0.0,0.0
82,6,0.0,0.0,0.0
82,9,-16.2,-4.96,16.942302086788562
83,0,0.0,0.0,0.0
83,1,0.0,0.0,0.0
83,3,-0.48,0.0,0.48
83,4,0.0,0.0,0.0
83,6,0.0,0.0,0.0
83,9,-15.159999999999998,-4.72,15.877783220588444
84,0,0.0,0.0,0.0
84,1,0.0,0.0,0.0
84,3,-0.24,0.0,0.24
84,4,0.0,0.0,0.0
84,6,0.0,0.0,0.0
84,9,-15.12,-4.879999999999999,15.888008056392719
85,0,0.0,0.0,0.0
85,1,0.0,0.0,0.0
85,3,-0.15999999999999998,0.0,0.15999999999999998
85,4,0.0,0.0,0.0
85,6,0.0,0.0,0.0
85,9,-14.999999999999998,-4.999999999999999,15.811388300841895
86,0,0.0,0.0,0.0
86,1,0.0,0.0,0.0
86,3,-0.12,0.0,0.12
86,4,0.0,0.0,0.0
86,6,0.0,0.0,0.0
86,9,-14.999999999999998,-4.52,15.666218433304188
87,0,0.0,0.0,0.0
87,1,0.0,0.0,0.0
87,3,0.0,0.0,0.0
87,4,0.0,0.0,0.0
87,6,0.0,0.0,0.0
87,9,-14.52,-5.239999999999999,15.436579932096357
88,0,0.0,0.0,0.0
88,1,0.0,0.0,0.0
88,3,0.0,0.0,0.0
88,4,0.0,0.0,0.0
88,6,0.0,0.0,0.0
88,9,-14.76,-4.6,15.460194047941313
89,0,0.0,0.0,0.0
89,1,0.0,0.0,0.0
89,3,0.0,0.0,0.0
89,4,0.0,0.0,0.0
89,6,0.0,0.0,0.0
89,9,-15.319999999999999,-4.8,16.054357663886773
90,0,0.0,0.0,0.0
90,1,0.0,0.0,0.0
90,3,0.0,0.0,0.0
90,4,0.0,0.0,0.0
90,6,0.0,0.0,0.0
90,9,-14.639999999999999,-4.96,15.457399522558767
91,0,0.0,0.0,0.0
91,1,0.0,0.0,0.0
91,3,0.0,0.0,0.0
91,4,0.0,0.0,0.0
91,6,0.0,0.0,0.0
91,9,-14.919999999999998,-4.879999999999999,15.69779602364612
92,0,0.0,0.0,0.0
92,1,0.0,0.0,0.0
92,3,0.0,0.0,0.0
92,4,0.0,0.0,0.0
92,6,0.0,0.0,0.0
92,9,-14.959999999999997,-4.999999999999999,15.773446040735674
93,0,0.0,0.0,0.0
93,1,0.0,0.0,0.0
93,3,0.0,0.0,0.0
93,4,0.0,0.0,0.0
93,6,0.0,0.0,0.0
93,9,-14.399999999999999,-4.999999999999999,15.243359209832981
94,0,0.0,0.0,0.0
94,1,0.0,0.0,0.0
94,3,0.0,0.0,0.0
94,4,0.0,0.0,0.0
94,6,0.0,0.0,0.0
94,9,-14.76,-4.52,15.436579932096357
95,0,0.0,0.0,0.0
95,1,0.0,0.0,0.0
95,3,0.0,0.0,0.0
95,4,0.0,0.0,0.0
95,6,0.0,0.0,0.0
95,9,-14.359999999999998,-4.279999999999999,14.984258406741388
96,0,0.0,0.0,0.0
96,1,0.0,0.0,0.0
96,3,0.0,0.0,0.0
96,4,0.0,0.0,0.0
96,6,0.0,0.0,0.0
96,9,-14.639999999999999,-4.6,15.345670399171226
97,0,0.0,0.0,0.0
97,1,0.0,0.0,0.0
97,3,0.0,0.0,0.0
97,4,0.0,0.0,0.0
97,6,0.0,0.0,0.0
97,9,-14.359999999999998,-4.72,15.115819527898577
98,0,0.0,0.0,0.0
98,1,0.0,0.0,0.0
98,3,0.0,0.0,0.0
98,4,0.0,0.0,0.0
98,6,0.0,0.0,0.0
98,9,-14.159999999999998,-4.3999999999999995,14.827865658954424
99,0,0.0,0.0,0.0
99,1,0.0,0.0,0.0
99,3,0.0,0.0,0.0
99,4,0.0,0.0,0.0
99,6,0.0,0.0,0.0
99,9,-14.119999999999997,-4.76,14.900738236745182
100,0,0.0,0.0,0.0
100,1,0.0,0.48,0.48
100,3,0.0,0.0,0.0
100,4,0.0,0.0,0.0
100,6,0.0,0.0,0.0
100,9,-13.999999999999998,-4.84,14.813021298843797
101,0,0.0,0.0,0.0
101,1,0.0,0.24,0.24
101,3,0.0,0.0,0.0
101,4,0.0,0.0,0.0
101,6,0.0,0.0,0.0
101,9,-13.999999999999998,-4.879999999999999,14.826139079342266
102,0,0.0,0.0,0.0
102,1,0.0,0.15999999999999998,0.15999999999999998
102,3,0.0,0.0,0.0
102,4,0.0,0.0,0.0
102,6,0.0,0.0,0.0
102,9,-13.999999999999998,-4.52,14.711573675171529
103,0,0.0,0.0,0.0
103,1,0.0,0.12,0.12
103,3,0.0,0.0,0.0
103,4,0.0,0.0,0.0
103,6,0.0,0.0,0.0
103,9,-13.999999999999998,-4.279999999999999,14.63961748134151
104,0,0.0,0.0,0.0
104,1,0.0,0.0,0.0
104,3,0.0,0.0,0.0
104,4,0.0,0.0,0.0
104,6,0.0,0.0,0.0
104,9,-14.479999999999999,-4.6,15.193103698718046
105,0,0.0,0.0,0.0
105,1,0.0,0.0,0.0
105,3,0.0,0.0,0.0
105,4,0.0,0.0,0.0
105,6,0.0,0.0,0.0
105,9,-13.759999999999998,-4.72,14.547027187710896
106,0,0.0,0.0,0.0
106,1,0.0,0.0,0.0
106,3,0.0,0.0,0.0
106,4,0.0,0.0,0.0
106,6,0.0,0.0,0.0
106,9,-13.919999999999998,-4.3999999999999995,14.598849269719855
107,0,0.0,0.0,0.0
107,1,0.0,0.0,0.0
107,3,0.0,0.0,0.0
107,4,0.0,0.0,0.0
107,6,0.0,0.0,0.0
107,9,-13.479999999999999,-4.279999999999999,14.14315382084208
108,0,0.0,0.0,0.0
108,1,0.0,0.0,0.0
108,3,0.0,0.0,0.0
108,4,0.0,0.0,0.0
108,6,0.0,0.0,0.0
108,9,-13.639999999999997,-4.6,14.394776830503483
109,0,0.0,0.0,0.0
109,1,0.0,0.0,0.0
109,3,0.0,0.0,0.0
109,4,0.0,0.0,0.0
109,6,0.0,0.0,0.0
109,9,-13.359999999999998,-4.239999999999999,14.01667578279529
110,0,0.0,0.0,0.0
110,1,0.0,0.0,0.0
110,3,0.0,0.0,0.0
110,4,0.0,0.0,0.0
110,6,0.0,0.0,0.0
110,9,-13.639999999999997,-4.64,14.407609100749504
111,0,0.0,0.0,0.0
111,1,0.0,0.0,0.0
111,3,0.0,0.0,0.0
111,4,0.0,0.0,0.0
111,6,0.0,0.0,0.0
111,9,-13.359999999999998,-4.359999999999999,14.053440859803692
112,0,0.0,0.0,0.0
112,1,0.0,0.0,0.0
112,3,0.0,0.0,0.0
112,4,0.0,0.0,0.0
112,6,0.0,0.0,0.0
112,9,-13.639999999999997,-4.64,14.407609100749504
113,0,0.0,0.0,0.0
113,1,0.0,0.0,0.0
113,3,0.0,0.0,0.0
113,4,0.0,0.0,0.0
113,6,0.0,0.0,0.0
113,9,-13.839999999999998,-4.359999999999999,14.510520321477102
114,0,0.0,0.0,0.0
114,1,0.0,0.0,0.0
114,3,0.0,0.0,0.0
114,4,0.0,0.0,0.0
114,6,0.0,0.0,0.0
114,9,-13.399999999999999,-4.159999999999999,14.030880228980646
115,0,0.0,0.0,0.0
115,1,0.0,0.0,0.0
115,3,0.0,0.0,0.0
115,4,0.0,0.0,0.0
115,6,0.0,0.0,0.0
115,9,-13.279999999999998,-4.6,14.054123949930139
116,0,0.0,0.0,0.0
116,1,0.0,0.0,0.0
116,3,0.0,0.0,0.0
116,4,0.0,0.0,0.0
116,6,0.0,0.0,0.0
116,9,-12.639999999999999,-4.72,13.492516444310898
117,0,0.0,0.0,0.0
117,1,0.0,0.0,0.0
117,3,0.0,0.0,0.0
117,4,0.0,0.0,0.0
117,6,0.0,0.0,0.0
117,9,-13.239999999999998,-4.3999999999999995,13.951974770619389
118,0,0.0,0.0,0.0
118,1,0.0,0.0,0.0
